Код;Проведена;Дата;ХозОперация;Поступление;Списание;Контрагент;Заказ;Наша организация;Наш р/счет;ЗаказСНашейСтороны;Менеджер;Комментарий 1;Комментарий 2
3655;ИСТИНА;11.11.2014;49;0,00;46 852,16;822;1642;98;10;194;;Платежное поручение № 484 от 11.11.2014 Оплата строй материалов по счёту № В10.11си90740 от 05.11.14г, в т.ч. НДС- 7146,95р.;
3582;ИСТИНА;11.11.2014;30;0,00;32,00;649;1296;98;10;194;;"Банковский ордер № 510773 от 11.11.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):   Документ(ы):; от 10/11/14 №№: 478 (27080 RUR ); от 11/11/14 №№: 485 (7978 RUR ), 484 (4";
3636;ИСТИНА;11.11.2014;49;0,00;1 400,52;801;1600;98;10;194;;Платежное поручение № 482 от 10.11.2014 Оплата строй материалов по счёту № 1596 от 05.11.14г, в т.ч. НДС- 213,64р;
3624;ИСТИНА;11.11.2014;49;0,00;27 080,00;765;1528;98;10;194;;Платежное поручение № 478 от 10.11.2014 Оплата светильника по счёту № 0007122 от 07.11.14г,  В том числе НДС 18 % - 4130.85;
3596;ИСТИНА;11.11.2014;30;0,00;270,00;649;1296;98;10;194;;"Банковский ордер № 510769 от 11.11.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 10/11/14 №№: 480 (32391 RUR ), 479 (6250 RUR ), 472 (65700 RUR ), 477 (17766.84 RUR";
3623;ИСТИНА;11.11.2014;49;0,00;3 101,15;760;1518;98;10;194;;Платежное поручение № 481 от 10.11.2014 Оплата кабеля по счёту № 1149 от 05.11.14г, в т.ч. НДС - 473,06р..;
3488;ИСТИНА;11.11.2014;49;0,00;6 250,00;633;1264;98;10;194;;Платежное поручение № 479 от 10.11.2014 Оплата ламп по счёту № 13306 от 05.11.14г, в т.ч. НДС - 953,39р. В том числе НДС 18 % - 953.39;
3620;ИСТИНА;11.11.2014;49;0,00;16 720,00;740;1478;98;10;194;;Платежное поручение № 475 от 10.11.2014 Оплата светильника по счёту № 2109 от 05.11.14г, в т.ч. В том числе НДС 18 % - 2550.51;
3409;ИСТИНА;11.11.2014;49;0,00;7 978,00;417;832;98;10;194;;Платежное поручение № 485 от 11.11.2014 Оплата по счёту № 1252 от 07.11.14г В том числе НДС 18 % - 1216.98;
3787;ИСТИНА;11.11.2014;49;0,00;32 391,00;1171;2340;98;10;194;;Платежное поручение № 480 от 10.11.2014 Оплата ламп по счёту № 24220 от 05.11.14г, В том числе НДС 18 % - 4941.00;
3481;ИСТИНА;11.11.2014;51;0,00;65 700,00;566;1130;98;10;194;;Платежное поручение № 472 от 10.11.2014 Обеспечение исполнения Государственного контракта НДС не облагается;
3515;ИСТИНА;11.11.2014;49;0,00;42 949,15;639;1276;98;10;194;;Платежное поручение № 476 от 10.11.2014 Оплата за товары бытовой химии по счету № 8915 от 10.11.14г, в т.ч.  НДС - 6551,57р;
3193;ИСТИНА;11.11.2014;49;0,00;9 089,00;15;28;98;10;194;;Платежное поручение № 486 от 11.11.2014 Оплата по счёту № Сч-0004217 от 10.11.14г, в т.ч. НДС - 1386,46р.;
3696;ИСТИНА;11.11.2014;49;0,00;11 548,80;870;1738;98;10;194;;Платежное поручение № 473 от 10.11.2014 Оплата канц.товаров по счёту № 0НХ/1581554/377662 от 10.11.14г, в т.ч. В том числе НДС 18 % - 1761.68;
3514;ИСТИНА;11.11.2014;49;0,00;17 766,84;639;1276;98;10;194;;Платежное поручение № 477 от 10.11.2014 Оплата за товары бытовой химии по счету № 8912 от 10.11.14г, в т.ч. НДС - 2710,19р.;
3694;ИСТИНА;12.11.2014;49;0,00;86 758,32;870;1738;98;10;194;;Платежное поручение № 490 от 12.11.2014 Оплата по счёту № 0НХ/ 1581554/379361 от 12.11.14г, в т.ч. НДС - 13234,32р.;
3376;ИСТИНА;12.11.2014;60;243 352,83;0,00;307;612;98;10;194;;"Платежное поручение № 155 от 11.11.2014 (340): Оплата по Счет № УТ-237,238,239,240,241,242 от 06.11.2014г; ГК № 040 от 06.10.2014г;за туал. бумагу и полотенца, в т.ч. НДС(18%)-37121-61.";
3344;ИСТИНА;12.11.2014;60;98 735,00;0,00;265;528;98;10;194;;Платежное поручение № 102 от 10.11.2014 (340):98735.00 Контракт № 22 ОМТС от 29.10.14г. Счет № УТ-247 от 07.11.14г. Тов. накл. № УТ-247 от 07.11.14г. Локтевые дозаторы для жидкого мыла. НДС 15061.27;
3512;ИСТИНА;12.11.2014;49;0,00;187 837,98;639;1276;98;10;194;;Платежное поручение № 494 от 12.11.2014 Оплата за товары бытовой химии по счету № 9021 от 12.11.14г, В том числе НДС 18 % - 28653.25;
3572;ИСТИНА;12.11.2014;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 566184 от 12.11.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 12/11/14 №№: 493 (148480.8 RUR ), 489 (87562.9 RUR ). Без НДС";
3297;ИСТИНА;12.11.2014;49;0,00;148 480,80;120;238;98;10;194;;Платежное поручение № 493 от 12.11.2014 Оплата хоз.товаров по счёту № 3382 от 12.11.14г, в т.ч. НДС - 22649,61р;
3296;ИСТИНА;12.11.2014;49;0,00;87 562,90;120;238;98;10;194;;Платежное поручение № 489 от 12.11.2014 Доплата по счёту № 3102 от 15.10.14 г В том числе НДС 18 % - 13357.05;
3672;ИСТИНА;12.11.2014;49;0,00;35 514,30;870;1738;98;10;194;;Платежное поручение № 474 от 10.11.2014 Оплата канц.товаров по счёту № 0НХ/1581554/371479 от 28.10.14г, в т.ч. НДС -5417,42р.;
3695;ИСТИНА;12.11.2014;49;0,00;18 403,28;870;1738;98;10;194;;Платежное поручение № 491 от 12.11.2014 Оплата по счёту № 0НХ/1581554/379356 от 12.11.14г, в т.ч. НДС - 2807,28р.;
3395;ИСТИНА;12.11.2014;60;75 545,24;0,00;350;698;98;10;194;;"Платежное поручение № 646 от 10.11.2014 (340):75545.24;Опл.за получ.хоз.и моющ.товары.Счет № УТ-236 от 31.10.2014г,накл. № УТ-236 от 31.10.2014г.ГПД № 85/14 от 15.10.2014г, в т.ч. НДС(18%)-11523-85";
3290;ИСТИНА;12.11.2014;49;0,00;30 240,16;86;170;98;10;194;;Платежное поручение № 487 от 12.11.2014 Оплата хоз.средств по счёту № 3129 от 11.11.14г, в т.ч. НДС - 4612,91р.;
3707;ИСТИНА;12.11.2014;49;0,00;25 760,00;890;1778;98;10;194;;Платежное поручение № 488 от 12.11.2014 Оплата бахил по счёту № 6844 от 12.11.14г, в т.ч. НДС - 2341,82р.;
3288;ИСТИНА;12.11.2014;49;0,00;61 108,48;86;170;98;10;194;;Платежное поручение № 483 от 11.11.2014 Оплата хоз.средств по счёту № 3118 от 11.11.14г;
3516;ИСТИНА;12.11.2014;49;0,00;12 449,44;639;1276;98;10;194;;Платежное поручение № 492 от 12.11.2014 Оплата по счёту № 9012 от 12.11.14г, в т.ч. НДС - 1899,07р.;
3398;ИСТИНА;12.11.2014;60;40 003,55;0,00;350;698;98;10;194;;"Платежное поручение № 645 от 10.11.2014 (340):40003.55;Опл.за получ.хоз.и моющ.товары.Счет № УТ-234 от 31.10.2014г,накл. № УТ-234 от 31.10.2014г.ГПД № 85/14 от 15.10.2014г, в т.ч. НДС(18%)-6102-24";
3558;ИСТИНА;12.11.2014;30;0,00;240,00;649;1296;98;10;194;;"Банковский ордер № 566178 от 12.11.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):   Документ(ы):   Документ(ы):; от 10/11/14 №№: 474 (35514.3 RUR ); от 11/11/14 №№: 483 (";
3378;ИСТИНА;12.11.2014;53;61 423,33;0,00;307;612;98;10;194;;Платежное поручение № 161 от 11.11.2014 02 Возврат суммы залога денежных средств для обеспечения исполнения обязательств по контракту, перечислен.по п/п343 от 24.09.14г.;
3342;ИСТИНА;12.11.2014;60;50 305,50;0,00;265;528;98;10;194;;Платежное поручение № 103 от 10.11.2014 (340):50305.50 Контракт № 19 ОМТС от 27.10.14г. Счет № УТ-246 от 07.11.14г. Тов. накл. № УТ-246 от 07.11.14г. Дозаторы для жидкого мыла и диспенсеры для бумажных полотенец. НДС 7673.72;
3616;ИСТИНА;13.11.2014;49;0,00;13 258,00;712;1422;98;10;194;;Платежное поручение № 496 от 13.11.2014 Оплата по счёту № АА-01199 от 12.11.14г, в т.ч. НДС - 2022,41р.;
3487;ИСТИНА;13.11.2014;60;238 642,52;0,00;611;1220;98;10;194;;"Платежное поручение № 317 от 13.11.2014 (00000000000000000340; л.сч 20736X73000) Опл.К.0373100047414000136 от 16,05,14 сч. и т.н.УТ-227 от 29.10.14, за хоз. товары (туалет.бумага) в т.ч.НДС 18%-36403,09";
3564;ИСТИНА;13.11.2014;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 620102 от 13.11.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №495 (4294.87 RUR ) от 13/11/14. Без НДС;
3653;ИСТИНА;13.11.2014;49;0,00;4 294,87;822;1642;98;10;194;;Платежное поручение № 495 от 13.11.2014 Оплата по счёту № В10.11си02776 от 12.11.14г, в т.ч. НДС - 655,15р.;
3214;ИСТИНА;13.11.2014;60;93 450,00;0,00;18;34;98;10;194;;"Платежное поручение № 854 от 12.11.2014 (340):93450.00;Оплата по дог. № 902Д/91 от 31.10.14 за стройматериалы, счет № УТ-249 от 07.11.14, т.н. УТ-249 от 07.11.14, в т.ч. НДС - 14255,08 руб.";
3212;ИСТИНА;13.11.2014;60;97 170,00;0,00;18;34;98;10;194;;"Платежное поручение № 853 от 12.11.2014 (340):97170.00;Оплата по дог. №902Д/89 от 31.10.14 за линолеум, счет № УТ-248 от 07.11.14, т.н.УТ-248 от 07.11.14, в т.ч. НДС - 14822,54 руб.";
3390;ИСТИНА;13.11.2014;53;10 315,04;0,00;346;690;98;10;194;;Платежное поручение № 557 от 12.11.2014 02 Возврат средств, внесенных в качестве обеспечения исполнения государственного контракта.Поступ.по пл.пор.№306 от 12.09.2014 г.10315-04.НДС не облагается;
3563;ИСТИНА;13.11.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 620098 от 13.11.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №496 (13258 RUR ) от 13/11/14. Без НДС;
3362;ИСТИНА;13.11.2014;60;39 967,20;0,00;276;550;98;10;194;;Платежное поручение № 573 от 13.11.2014 Оплата за бумагу и бумажные изделия дог. № 148300026814000091-0160910-01 от 14.05.2014, сч. № УТ-243 от 07.11.2014, в том числе НДС - 6096,69. ОМС;
3211;ИСТИНА;14.11.2014;60;56 760,00;0,00;18;34;98;10;194;;"Платежное поручение № 870 от 13.11.2014 (340):56760.00;Оплата по дог. № 902Д/96 от 05.11.14 за стройматериалы по сч. №УТ-250 от 07.11.14, т.н. УТ-250 от 07.11.14, в т.ч. НДС - 8658,31 руб.";
3270;ИСТИНА;14.11.2014;49;0,00;1 065,80;38;74;98;10;194;;Платежное поручение № 497 от 13.11.2014 Оплата по счёту № 2031 от 11.11.14г, в т.ч. НДС - 162,58р.;
3740;ИСТИНА;14.11.2014;45;0,00;161,91;933;1864;98;10;194;;Платежное поручение № 504 от 14.11.2014 рег. № 7716045142, Страховые взносы 0,2% на ОСС от НС_ПЗ за 2014г НДС не облагается;
3733;ИСТИНА;14.11.2014;45;0,00;1 855,00;933;1864;98;10;194;;Платежное поручение № 503 от 14.11.2014 рег. № 7716045142, Страховые взносы на обязательное социальное страхование в бюджет ФСС России за 2014 г. НДС не облагается;
